Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Timestamp,Other,Timestamp (Formatted)
45.0,-33.214051506482065,375.80571699747816,-12752.87933370471,-522.8080946058035,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521385777E9,0.0,2024-01-17 18:55:21.385
46.0,-32.754043811932206,375.4242472019978,-12753.013970103115,-522.9876098036766,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521400198E9,0.0,2024-01-17 18:55:21.400
46.0,-32.31647551711649,375.10261580580845,-12753.230884300545,-523.1858245013282,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521400209E9,0.0,2024-01-17 18:55:21.400
47.0,-32.817622111178935,375.4915654012002,-12753.230884300545,-523.2194836009294,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521414889E9,0.0,2024-01-17 18:55:21.414
47.0,-33.48332430329174,375.80571699747816,-12753.264543400146,-645.7030770997517,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521414902E9,0.0,2024-01-17 18:55:21.414
48.0,-33.229011106304824,375.4279871019535,-12753.387960098684,-645.8152740984224,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521416241E9,0.0,2024-01-17 18:55:21.416
48.0,-33.180392406880856,375.0764365061186,-12753.631053595804,-645.9611301966943,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521416254E9,0.0,2024-01-17 18:55:21.416
49.0,-33.644140001386404,375.24847190408036,-12753.664712695405,-646.0808069952764,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521430741E9,0.0,2024-01-17 18:55:21.430
49.0,-34.414559392258525,375.3531891028397,-12753.571215196513,-646.1256857947446,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521430761E9,0.0,2024-01-17 18:55:21.430
50.0,-34.418299292214215,374.91188090806827,-12753.803088993765,-646.3239004923962,-1.0400000493973494,-1.0400000493973494,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521444612E9,0.0,2024-01-17 18:55:21.444
50.0,-34.276183093898,374.6388682113029,-12754.106020890176,-646.4398373910226,-1.0400000493973494,-1.0400000493973494,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521444624E9,0.0,2024-01-17 18:55:21.444
51.0,-34.47439779154956,374.7548051099293,-12753.99008399155,-646.6492717885412,-1.0400000493973494,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521446267E9,0.0,2024-01-17 18:55:21.446
51.0,-34.98302418552339,374.8707420085557,-12753.896586492658,-646.8400066862814,-1.0400000493973494,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521446278E9,0.0,2024-01-17 18:55:21.446
52.0,-35.1288802837953,374.44439341360703,-12754.169599189423,-646.7689485871233,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521460665E9,0.0,2024-01-17 18:55:21.460
52.0,-35.00920348521322,374.0853630178608,-12754.367813887075,-647.0232617841102,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521460673E9,0.0,2024-01-17 18:55:21.460
53.0,-35.09896108414978,374.28731761546806,-12754.270576488227,-647.086840083357,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521474652E9,0.0,2024-01-17 18:55:21.474
53.0,-35.82824157550931,374.46683281334117,-12754.162119389512,-647.1391986827366,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521474678E9,0.0,2024-01-17 18:55:21.474
54.0,-35.977837573736906,374.010565018747,-12754.42391238641,-647.1242390829138,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521476347E9,0.0,2024-01-17 18:55:21.476
54.0,-35.652466277591884,373.6739740227349,-12754.723104382865,-647.255135581363,-1.0560000501573086,-1.0560000501573086,1.0560000501573086,0.0,0.0,0.0,0.0,0.0,1.705528521476356E9,0.0,2024-01-17 18:55:21.476
